,n_clusters,threshold,crisp,adjusted_rand_score,completeness_score,davies_bouldin_score,fowlkes_mallows_score,homogeneity_score,mutual_info_score,name,silhouette_score,v_measure_score
0,2,0.0010000000000000002,True,0.42081190636736865,0.33496484418687744,1.9464966226596467,0.7106032032174069,0.336894433561935,0.23217811308311564,Fuzzy C-Means_0,0.19414667765864194,0.3359268679703794
1,2,0.00010000000000000002,True,0.42081190636736865,0.33496484418687744,1.9464966226596467,0.7106032032174069,0.336894433561935,0.23217811308311564,Fuzzy C-Means_1,0.19414667765864194,0.3359268679703794
2,2,1.0000000000000003e-05,True,0.42081190636736865,0.33496484418687744,1.9464966226596467,0.7106032032174069,0.336894433561935,0.23217811308311564,Fuzzy C-Means_2,0.19414667765864194,0.3359268679703794
3,3,0.0010000000000000002,True,0.3607480256795126,0.24322354563247336,3.1998155948687246,0.643971125189547,0.35750408317942334,0.24638170056569986,Fuzzy C-Means_3,0.1287262476644658,0.28949362912093857
4,3,0.00010000000000000002,True,0.3607480256795126,0.24322354563247336,3.1998155948687246,0.643971125189547,0.35750408317942334,0.24638170056569986,Fuzzy C-Means_4,0.1287262476644658,0.28949362912093857
5,3,1.0000000000000003e-05,True,0.3607480256795126,0.24322354563247336,3.1998155948687246,0.643971125189547,0.35750408317942334,0.24638170056569986,Fuzzy C-Means_5,0.1287262476644658,0.28949362912093857
6,4,0.0010000000000000002,True,0.3286666171258856,0.21244618628628123,3.3734559429946733,0.6072727679991301,0.3772466879346842,0.2599877452573808,Fuzzy C-Means_6,0.1092860016293679,0.2718181739833041
7,4,0.00010000000000000002,True,0.3286666171258856,0.21244618628628123,3.3734559429946733,0.6072727679991301,0.3772466879346842,0.2599877452573808,Fuzzy C-Means_7,0.1092860016293679,0.2718181739833041
8,4,1.0000000000000003e-05,True,0.3286666171258856,0.21244618628628123,3.3734559429946733,0.6072727679991301,0.3772466879346842,0.2599877452573808,Fuzzy C-Means_8,0.1092860016293679,0.2718181739833041
9,5,0.0010000000000000002,True,0.33278084092007465,0.1990423616298596,3.197648388888403,0.6050752055518451,0.38405017503545535,0.2646765161009393,Fuzzy C-Means_9,0.09831804030092871,0.2621959603893696
10,5,0.00010000000000000002,True,0.33278084092007465,0.1990423616298596,3.197648388888403,0.6050752055518451,0.38405017503545535,0.2646765161009393,Fuzzy C-Means_10,0.09831804030092871,0.2621959603893696
11,5,1.0000000000000003e-05,True,0.33278084092007465,0.1990423616298596,3.197648388888403,0.6050752055518451,0.38405017503545535,0.2646765161009393,Fuzzy C-Means_11,0.09831804030092871,0.2621959603893696
12,6,0.0010000000000000002,True,0.32567603307831594,0.19424394589875948,3.475945318508406,0.5960841772577987,0.39495749020637044,0.2721935291557731,Fuzzy C-Means_12,0.07956313955141674,0.26041383017358233
13,6,0.00010000000000000002,True,0.32567603307831594,0.19424394589875948,3.475945318508406,0.5960841772577987,0.39495749020637044,0.2721935291557731,Fuzzy C-Means_13,0.07956313955141674,0.26041383017358233
14,6,1.0000000000000003e-05,True,0.32567603307831594,0.19424394589875948,3.475945318508406,0.5960841772577987,0.39495749020637044,0.2721935291557731,Fuzzy C-Means_14,0.07956313955141674,0.26041383017358233
15,7,0.0010000000000000002,True,0.3234730963255412,0.193598189504545,3.5208407618300543,0.5936219965055839,0.40253541482941263,0.2774160204313393,Fuzzy C-Means_15,0.06025021094282973,0.2614518858050429
16,7,0.00010000000000000002,True,0.3234730963255412,0.193598189504545,3.5208407618300543,0.5936219965055839,0.40253541482941263,0.2774160204313393,Fuzzy C-Means_16,0.06025021094282973,0.2614518858050429
17,7,1.0000000000000003e-05,True,0.3234730963255412,0.193598189504545,3.5208407618300543,0.5936219965055839,0.40253541482941263,0.2774160204313393,Fuzzy C-Means_17,0.06025021094282973,0.2614518858050429
