,eps,metric,algorithm,adjusted_rand_score,completeness_score,davies_bouldin_score,fowlkes_mallows_score,homogeneity_score,mutual_info_score,name,silhouette_score,v_measure_score
0,1.0,cosine,auto,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_0,,0.0
1,1.0,cosine,brute,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_1,,0.0
2,1.0,euclidean,auto,0.01233212786538717,0.09903482202201046,1.2982208827570514,0.4292869988060909,0.26132988937966434,0.1801011669052562,DBSCAN_2,0.02374161834072029,0.14363647862789294
3,1.0,euclidean,ball_tree,0.01233212786538717,0.09903482202201046,1.2982208827570514,0.4292869988060909,0.26132988937966434,0.1801011669052562,DBSCAN_3,0.02374161834072029,0.14363647862789294
4,1.0,euclidean,kd_tree,0.01233212786538717,0.09903482202201046,1.2982208827570514,0.4292869988060909,0.26132988937966434,0.1801011669052562,DBSCAN_4,0.02374161834072029,0.14363647862789294
5,1.0,euclidean,brute,0.01233212786538717,0.09903482202201046,1.2982208827570514,0.4292869988060909,0.26132988937966434,0.1801011669052562,DBSCAN_5,0.02374161834072029,0.14363647862789294
6,1.0,manhattan,auto,0.0013668795891853115,0.10161263524861229,1.2332227026494769,0.5000307438196682,0.19737149060081782,0.13602284780901613,DBSCAN_6,-0.04839074946128839,0.13415720467377473
7,1.0,manhattan,ball_tree,0.0013668795891853115,0.10161263524861229,1.2332227026494769,0.5000307438196682,0.19737149060081782,0.13602284780901613,DBSCAN_7,-0.04839074946128839,0.13415720467377473
8,1.0,manhattan,kd_tree,0.0013668795891853115,0.10161263524861229,1.2332227026494769,0.5000307438196682,0.19737149060081782,0.13602284780901613,DBSCAN_8,-0.04839074946128839,0.13415720467377473
9,1.0,manhattan,brute,0.0013668795891853115,0.10161263524861229,1.2332227026494769,0.5000307438196682,0.19737149060081782,0.13602284780901613,DBSCAN_9,-0.04839074946128839,0.13415720467377473
10,1.5,cosine,auto,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_10,,0.0
11,1.5,cosine,brute,0.0,1.0,,0.7087508139080548,0.0,0.0,DBSCAN_11,,0.0
12,1.5,euclidean,auto,0.0080128828800071,0.020397378262046552,3.6077168157128536,0.6730140098843302,0.006396335337557503,0.004408173366414303,DBSCAN_12,0.10476929176755187,0.00973873747556842
13,1.5,euclidean,ball_tree,0.0080128828800071,0.020397378262046552,3.6077168157128536,0.6730140098843302,0.006396335337557503,0.004408173366414303,DBSCAN_13,0.10476929176755187,0.00973873747556842
